location,total_sqft,bath,balcony,price,oda,metrekare,price_per_m2
8th Phase JP Nagar,451.0,1.0,0.0,29.9,1,41.899253,713.61654108726
Electronic City,1800.0,3.0,2.0,95.0,3,167.2254,568.095516590183
Jalahalli,1400.0,3.0,0.0,77.0,3,130.0642,592.0153278150328
Hegde Nagar,1801.0,3.0,2.0,115.0,3,167.318303,687.3127323075946
Anekal,1200.0,1.0,1.0,36.0,2,111.4836,322.9174515354725
Begur Road,1160.0,2.0,2.0,44.0,2,107.76748,408.28643297588474
Kengeri,1000.0,2.0,1.0,25.0,2,92.903,269.0978762795604
Kanakpura Road,950.0,2.0,1.0,40.0,2,88.25785,453.2174758392596
other,1629.0,3.0,2.0,79.0,3,151.338987,522.006930045065
Vijayanagar,1580.0,2.0,0.0,134.0,3,146.78674,912.8889980116732
Vijayanagar,1826.0,3.0,2.0,121.0,3,169.640878,713.2714792952204
7th Phase JP Nagar,1245.0,2.0,1.0,94.0,2,115.664235,812.6972006515238
Raja Rajeshwari Nagar,1145.0,2.0,2.0,45.79,2,106.373935,430.4625940555832
Sompura,825.0,2.0,1.0,33.0,2,76.644975,430.5566020472966
Yeshwanthpur,1693.0,3.0,3.0,108.0,3,157.284779,686.652584481808
Electronics City Phase 1,1113.27,2.0,2.0,53.0,2,103.42612281,512.4430710543427
other,1460.0,2.0,1.0,58.0,2,135.63838,427.60758422505484
Doddathoguru,1050.0,2.0,1.0,32.0,2,97.54814999999999,328.0431253693689
Dodda Nekkundi,1260.0,2.0,2.0,55.0,2,117.05778,469.85343477383566
Hosur Road,1656.0,2.0,1.0,120.0,2,153.847368,779.9938442885809
Chandapura,1208.0,3.0,1.0,45.0,3,112.226824,400.97365670795426
Whitefield,1910.0,3.0,2.0,161.0,3,177.44473,907.3247765656382
Whitefield,3252.0,4.0,1.0,230.0,4,302.120556,761.2855048499248
Battarahalli,1200.0,2.0,1.0,65.0,2,111.4836,583.0453986057142
other,1200.0,4.0,1.0,175.0,4,111.4836,1569.7376116307692
7th Phase JP Nagar,1175.0,2.0,1.0,82.0,2,109.161025,751.1838588910282
other,1000.0,2.0,0.0,165.0,2,92.903,1776.0459834450985
Bannerghatta Road,1200.0,2.0,0.0,125.0,4,111.4836,1121.241151164835
Rajaji Nagar,2390.0,3.0,2.0,410.0,3,222.03817,1846.5293602446823
Rajaji Nagar,12000.0,6.0,3.0,2200.0,7,1114.836,1973.3844260501096
Sultan Palaya,550.0,1.0,1.0,62.0,2,51.09665,1213.3867875878361
Kengeri,750.0,2.0,1.0,38.0,2,69.67725,545.3716959265757
Mahalakshmi Layout,1200.0,7.0,3.0,250.0,6,111.4836,2242.48230232967
Kanakpura Road,1550.0,3.0,3.0,64.5,3,143.99965,447.91775535565534
other,1760.0,3.0,2.0,88.0,3,163.50928,538.1957525591208
Billekahalli,1125.0,2.0,2.0,62.0,2,104.515875,593.2113183762754
Nagarbhavi,1350.0,3.0,2.0,150.0,3,125.41905,1195.9905612424907
Anandapura,1000.0,2.0,1.0,55.0,2,92.903,592.0153278150328
Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2,101.26427,310.86976679928665
TC Palaya,1200.0,2.0,0.0,60.0,2,111.4836,538.1957525591208
Budigere,1991.0,4.0,2.0,103.0,3,184.969873,556.8474386096377
Bommasandra,1060.0,2.0,1.0,26.5,2,98.47718,269.0978762795604
Ambalipura,1105.0,2.0,1.0,75.0,2,102.657815,730.582469537268
Hoodi,985.0,2.0,2.0,67.0,2,91.509455,732.1647801311897
Chandapura,1533.0,5.0,3.0,85.0,6,142.420299,596.8250354536891
Balagere,1590.0,3.0,2.0,79.0,3,147.71577,534.8108736122081
CV Raman Nagar,1120.0,2.0,2.0,55.0,2,104.05136,528.5851141205651
other,1069.0,2.0,1.0,55.0,2,99.313307,553.80292592613
Marathahalli,1933.0,3.0,2.0,140.0,3,179.581499,779.5903296252137
Hosur Road,1194.0,2.0,0.0,69.0,2,110.926182,622.0352919025014
Brookefield,1150.0,2.0,3.0,69.0,2,106.83845,645.834903070945
Yelenahalli,1240.0,2.0,2.0,47.12,2,115.19972,409.0287719449318
Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2,131.829357,364.8656194234491
other,1450.0,3.0,2.0,55.0,3,134.70935,408.28643297588474
other,1630.0,3.0,2.0,68.29,3,151.43189,450.9618152424829
Dasanapura,708.0,1.0,1.0,40.0,2,65.775324,608.1307938521139
Kasavanhalli,1000.0,4.0,3.0,110.0,3,92.903,1184.0306556300657
Whitefield,11890.0,4.0,3.0,700.0,4,1104.6166699999999,633.7039979670052
Bellandur,1250.0,2.0,1.0,76.0,2,116.12875,654.4460351118909
7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3,130.0642,730.4085213302354
Sarjapur  Road,1670.0,2.0,3.0,57.0,3,155.14801,367.3911125253879
Ardendale,1750.0,3.0,2.0,100.0,3,162.58025,615.0808600675666
Vittasandra,1404.0,2.0,1.0,71.0,2,130.435812,544.3290374885695
Hoodi,1715.0,2.0,2.0,95.0,3,159.328645,596.251854147131
Electronic City,630.0,1.0,1.0,34.65,1,58.52889,592.015327815033
Harlur,1752.12,3.0,2.0,135.0,3,162.77720435999998,829.3544574056722
Hulimavu,1650.0,3.0,2.0,78.0,3,153.28995,508.8396206013506
Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2,120.309385,461.06128794524216
Giri Nagar,1800.0,3.0,2.0,252.0,3,167.2254,1506.9481071655382
Sarjapur  Road,1346.0,2.0,1.0,74.03,2,125.047438,592.0153278150328
other,1200.0,4.0,2.0,200.0,4,111.4836,1793.9858418637361
Hormavu,1150.0,2.0,2.0,55.0,2,106.83845,514.7959372304634
other,3309.0,4.0,3.0,325.0,4,307.416027,1057.199272177179
Chandapura,1190.0,2.0,2.0,30.35,3,110.55457,274.5250603389801
AECS Layout,1620.0,3.0,2.0,98.0,3,150.50286,651.1504166764671
Marathahalli,950.0,2.0,1.0,46.96,2,88.25785,532.0773166352908
other,5000.0,9.0,3.0,360.0,11,464.515,775.001883685134
Harlur,2450.0,3.0,0.0,120.0,3,227.61235,527.2121657722
Electronic City Phase II,1220.0,2.0,1.0,35.23,3,113.34166,310.830104305866
other,850.0,2.0,1.0,30.0,2,78.96755,379.90288415937937
Padmanabhanagar,1020.0,2.0,2.0,63.0,2,94.76106,664.830047278914
Chikkalasandra,1100.0,2.0,2.0,50.0,2,102.1933,489.26886596283714
other,1150.0,2.0,2.0,126.0,2,106.83845,1179.3506925643344
Hebbal,1760.0,2.0,2.0,130.0,3,163.50928,795.0619071896103
Ambalipura,1800.0,3.0,3.0,110.0,3,167.2254,657.7948086833699
Akshaya Nagar,1070.0,2.0,1.0,54.0,2,99.40621,543.2256194054677
2nd Stage Nagarbhavi,1500.0,4.0,2.0,220.0,4,139.3545,1578.7075408400876
Vidyaranyapura,1440.0,2.0,0.0,95.0,2,133.78032,710.119395737729
Amruthahalli,900.0,2.0,1.0,40.0,2,83.6127,478.39622449699624
other,1200.0,4.0,1.0,230.0,4,111.4836,2063.0837181432967
Whitefield,1130.0,2.0,1.0,42.16,2,104.98039,401.5988128830537
Koramangala,1320.0,2.0,1.0,165.0,2,122.63195999999999,1345.4893813978022
other,1270.0,2.0,1.0,98.0,2,117.98681,830.6013189101392
other,1200.0,2.0,1.0,62.0,2,111.4836,556.1356109777582
other,1200.0,2.0,1.0,74.0,2,111.4836,663.7747614895824
Subramanyapura,929.0,2.0,0.0,50.17,2,86.306887,581.2977590073432
other,1150.0,4.0,2.0,260.0,4,106.83845,2433.5807941803723
Basavangudi,1125.0,4.0,3.0,180.0,4,104.515875,1722.2264081891867
Kenchenahalli,500.0,3.0,2.0,65.0,5,46.4515,1399.308956653714
other,1200.0,5.0,2.0,190.0,5,111.4836,1704.2865497705493
other,1464.0,3.0,2.0,56.0,3,136.009992,411.73445550970985
7th Phase JP Nagar,3600.0,4.0,3.0,400.0,4,334.4508,1195.9905612424907
other,2000.0,4.0,2.0,99.0,4,185.806,532.8137950335296
Chikkalasandra,1208.0,2.0,1.0,49.0,2,112.226824,436.6157595264391
Hebbal Kempapura,1130.0,2.0,2.0,60.0,2,104.98039,571.5353124521637
other,1753.0,3.0,2.0,120.0,3,162.858959,736.8338882726126
Old Madras Road,4500.0,7.0,3.0,337.0,5,418.0635,806.0976382774387
Banjara Layout,600.0,3.0,2.0,58.0,3,55.7418,1040.511788280967
Hoodi,1196.0,2.0,2.0,94.42,2,111.111988,849.773293589167
5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2,106.83845,491.396121901806
Electronic City,1128.0,2.0,1.0,63.0,2,104.794584,601.1761065819967
other,1000.0,2.0,1.0,53.0,2,92.903,570.487497712668
Yelahanka,1035.0,2.0,1.0,45.0,2,96.154605,467.9963065731485
Kereguddadahalli,950.0,2.0,1.0,32.0,2,88.25785,362.5739806714077
Bisuvanahalli,1075.0,2.0,1.0,36.0,3,99.870725,360.46599241169025
Whitefield,1040.0,2.0,1.0,48.5,2,96.61912,501.9710384445646
other,720.0,2.0,1.0,45.0,2,66.89016,672.7446906989011
Lingadheeranahalli,1511.0,3.0,1.0,95.0,3,140.376433,676.7517735687159
other,1300.0,3.0,1.0,58.0,3,120.7739,480.2362099758309
Hoodi,1545.0,3.0,1.0,68.75,3,143.535135,478.976802439347
Shampura,375.0,2.0,0.0,26.0,1,34.838625,746.2981102153142
Vidyaranyapura,1062.0,2.0,3.0,38.0,2,98.662986,385.14950277300545
other,1115.0,2.0,1.0,40.0,2,103.586845,386.1494188764992
JP Nagar,1000.0,2.0,1.0,35.0,2,92.903,376.73702679138455
Kambipura,883.0,2.0,1.0,45.0,2,82.033349,548.5573921893644
Sarjapur  Road,1195.0,2.0,1.0,70.0,2,111.019085,630.5222205713549
other,1200.0,3.0,1.0,165.0,4,111.4836,1480.0383195375823
other,700.0,1.0,0.0,41.0,1,65.0321,630.4578815692558
Vittasandra,1246.0,2.0,1.0,67.0,2,115.757138,578.7980003444799
8th Phase JP Nagar,660.0,4.0,2.0,90.0,4,61.315979999999996,1467.8065978885113
Banashankari Stage III,8500.0,4.0,2.0,145.0,4,789.6754999999999,183.61972734370005
other,1600.0,4.0,1.0,80.0,4,148.6448,538.1957525591208
Haralur Road,2805.0,5.0,3.0,154.0,4,260.592915,590.9600420257012
Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4,278.709,986.6922130250548
Hosur Road,1175.0,2.0,2.0,48.0,3,109.161025,439.7173808142604
other,1595.0,3.0,2.0,115.0,3,148.180285,776.0816494582933
other,1353.0,2.0,2.0,110.0,2,125.697759,875.1150448115785
Electronic City,1599.0,3.0,2.0,125.0,3,148.551897,841.4567738572871
Whitefield,1150.0,2.0,1.0,70.0,2,106.83845,655.194829202408
Jakkur,5230.0,6.0,1.0,465.0,4,485.88269,957.0211278775953
KR Puram,1155.0,2.0,2.0,42.74,2,107.302965,398.311453928603
other,1200.0,2.0,0.0,85.0,1,111.4836,762.4439827920878
Electronic City Phase II,1000.0,2.0,1.0,25.0,2,92.903,269.0978762795604
Rajiv Nagar,1867.0,3.0,1.0,160.0,3,173.449901,922.4565657146152
Ramagondanahalli,1251.0,2.0,1.0,47.0,2,116.221653,404.3996861755184
other,1028.0,2.0,1.0,45.5,2,95.504284,476.41841909416337
Arekere,1222.0,2.0,2.0,45.0,2,113.527466,396.37985049362413
Bannerghatta Road,1170.0,2.0,1.0,66.0,3,108.69651,607.1952080154183
Hebbal,2400.0,4.0,1.0,245.0,3,222.9672,1098.8163281415384
other,1385.0,2.0,2.0,48.48,3,128.670655,376.7758856904863
HSR Layout,1372.0,2.0,1.0,68.0,2,127.46291599999999,533.4885010790119
Magadi Road,1282.0,2.0,2.0,49.0,3,119.101646,411.41328978778347
Mico Layout,5000.0,9.0,3.0,210.0,9,464.515,452.0844321496615
other,3000.0,3.0,1.0,528.0,5,278.709,1894.4490490081052
Kanakpura Road,1135.0,2.0,1.0,39.73,2,105.444905,376.7844449193633
Whitefield,1768.0,3.0,2.0,101.0,3,164.252504,614.906911860534
other,1325.0,2.0,1.0,90.0,3,123.096475,731.1338525331453
Electronic City,1599.0,3.0,2.0,99.0,3,148.551897,666.4337648949713
Whitefield,1500.0,3.0,1.0,61.95,3,139.3545,444.5496916138338
other,2610.0,3.0,0.0,499.0,3,242.47683,2057.928586413803
Uttarahalli,1286.0,2.0,2.0,63.0,2,119.473258,527.3146564731666
Kammanahalli,2845.0,5.0,1.0,140.0,5,264.309035,529.6829902163579
Hennur Road,1317.5,2.0,0.0,63.77,2,122.3997025,520.997998340723
Hebbal,3450.0,5.0,2.0,260.0,3,320.51535,811.193598060124
Munnekollal,1102.0,2.0,2.0,53.67,2,102.379106,524.2280587994195
Yelahanka,1350.0,2.0,2.0,54.0,2,125.41905,430.5566020472966
Banashankari,1200.0,2.0,2.0,42.0,3,111.4836,376.73702679138455
Hosa Road,1300.0,6.0,0.0,145.0,6,120.7739,1200.590524939577
other,1800.0,1.0,1.0,80.0,2,167.2254,478.39622449699624
Chikkabanavar,950.0,2.0,1.0,40.0,2,88.25785,453.2174758392596
Kanakpura Road,525.0,1.0,1.0,27.25,1,48.774074999999996,558.6984478947064
Attibele,656.0,2.0,1.0,25.0,2,60.944368,410.2101772554275
Marathahalli,1780.0,4.0,3.0,175.0,4,165.36734,1058.2500752566982
other,1056.0,2.0,1.0,80.0,2,98.105568,815.4481099380617
Bannerghatta Road,595.0,1.0,1.0,33.32,1,55.277285,602.7792428662153
other,1080.0,2.0,2.0,50.0,2,100.33524,498.32940051770447
7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3,206.709175,774.034340759185
Bommasandra,1126.0,2.0,1.0,28.15,2,104.608778,269.0978762795604
Electronics City Phase 1,1490.0,3.0,1.0,84.0,3,138.42547,606.8247411404852
HRBR Layout,2000.0,4.0,1.0,300.0,4,185.806,1614.5872576773622
Sarjapur  Road,1550.0,3.0,3.0,100.0,3,143.99965,694.4461323343494
other,1160.0,2.0,1.0,55.0,2,107.76748,510.3580412198559
Whitefield,4144.0,4.0,3.0,315.0,4,384.990032,818.2030022013661
Sarjapur  Road,2100.0,3.0,2.0,125.0,3,195.09629999999999,640.7092292370486
Vittasandra,1404.0,2.0,1.0,69.3,2,130.435812,531.2958070134911
Sarjapur  Road,2230.0,4.0,3.0,225.0,4,207.17369,1086.0452405901542
Banashankari Stage III,1305.0,2.0,1.0,58.7,3,121.238415,484.16997203402894
Marathahalli,1230.0,2.0,2.0,80.0,2,114.27069,700.0920358492629
other,1200.0,2.0,0.0,65.0,2,111.4836,583.0453986057142
Harlur,1460.0,3.0,1.0,73.0,3,135.63838,538.1957525591207
Gottigere,967.0,2.0,3.0,45.0,2,89.837201,500.9060778730184
other,540.0,1.0,1.0,36.0,1,50.16762,717.5943367454944
Hormavu,715.0,1.0,2.0,46.0,1,66.425645,692.503625670477
Whitefield,2500.0,3.0,2.0,313.0,3,232.2575,1347.6421644080385
other,1578.0,3.0,1.0,180.0,3,146.600934,1227.8230096405798
Mysore Road,1020.0,2.0,1.0,48.95,2,94.76106,516.5623938778228
Jigani,1020.0,2.0,1.0,40.0,2,94.76106,422.1143157326438
Koramangala,1253.0,2.0,1.0,102.0,2,116.407459,876.2325101521201
other,1180.0,2.0,2.0,42.0,2,109.62554,383.12240012683174
other,961.0,2.0,2.0,38.0,2,89.279783,425.62827465653675
Kanakapura,1419.0,3.0,3.0,75.0,3,131.829357,568.917286003299
Harlur,1709.0,3.0,2.0,150.0,3,158.771227,944.7555632986322
other,1600.0,2.0,0.0,115.0,2,148.6448,773.6563943037362
other,416.0,1.0,1.0,18.5,1,38.647648,478.6837222280642
Sanjay nagar,1100.0,2.0,2.0,98.0,2,102.1933,958.9669772871607
HSR Layout,1430.0,2.0,1.0,65.0,3,132.85129,489.2688659628371
other,1260.0,2.0,2.0,45.0,2,117.05778,384.42553754222916
other,1630.0,3.0,2.0,85.0,3,151.43189,561.3084535892671
Sarjapur  Road,1249.0,3.0,2.0,44.71,3,116.035847,385.3119631211896
Kalena Agrahara,1450.0,2.0,3.0,85.0,3,134.70935,630.9881236900037
Konanakunte,2791.0,3.0,1.0,223.0,3,259.292273,860.0333416028946
other,600.0,1.0,0.0,90.0,1,55.7418,1614.5872576773625
other,834.0,1.0,1.0,60.0,1,77.48110199999999,774.3823777829077
other,1125.0,4.0,1.0,70.0,3,104.515875,669.7547142957948
Arekere,2060.0,3.0,2.0,140.0,3,191.38018,731.5282073619118
Malleshwaram,12000.0,7.0,3.0,2200.0,7,1114.836,1973.3844260501096
Gottigere,891.0,2.0,1.0,25.0,2,82.776573,302.01781849557847
Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2,105.259099,466.18297578245466
Bisuvanahalli,1075.0,2.0,1.0,37.0,3,99.870725,370.4789366453483
other,3000.0,5.0,2.0,260.0,4,278.709,932.8726377691427
Brookefield,2440.0,5.0,2.0,425.0,4,226.68332,1874.862252767429
Vidyaranyapura,1200.0,2.0,2.0,55.0,2,111.4836,493.3461065125274
Thanisandra,1075.0,2.0,2.0,45.8,2,99.870725,458.59284590153925
Kaggadasapura,1140.0,2.0,2.0,40.0,2,105.90942,377.6812298660497
Margondanahalli,940.0,4.0,2.0,150.0,5,87.32882,1717.646018805705
other,2160.0,5.0,1.0,250.0,6,200.67048,1245.8235012942612
Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2,101.26427,414.75635977033164
R.T. Nagar,1500.0,4.0,1.0,70.0,4,139.3545,502.3160357218461
Whitefield,4104.0,4.0,2.0,360.0,4,381.273912,944.2030746651242
Hebbal,1920.0,3.0,2.0,134.0,3,178.37376,751.2315712804394
HRBR Layout,1374.0,2.0,2.0,95.0,2,127.64872199999999,744.2299343976198
Bannerghatta Road,1445.0,3.0,2.0,95.0,3,134.244835,707.662235198844
Kanakapura,711.0,1.0,1.0,36.0,1,66.054033,545.0083570218944
Tumkur Road,1500.0,3.0,3.0,95.0,3,139.3545,681.7146199082197
Whitefield,1720.0,3.0,3.0,100.0,3,159.79316,625.8090146036288
Vasanthapura,1400.0,3.0,2.0,60.0,3,130.0642,461.31064505067496
Kundalahalli,1030.0,2.0,2.0,49.0,2,95.69009,512.0697451533382
Mysore Road,1200.0,2.0,1.0,85.0,2,111.4836,762.4439827920878
other,1375.0,3.0,2.0,70.0,3,127.741625,547.9811298783776
Jalahalli,2250.0,3.0,2.0,160.0,3,209.03175,765.4339591951941
Bellandur,1000.0,2.0,2.0,50.0,2,92.903,538.1957525591208
other,469.0,1.0,0.0,25.0,1,43.571507,573.7694590182525
Marathahalli,3800.0,4.0,3.0,250.0,4,353.0314,708.1523059988431
Kambipura,883.0,2.0,1.0,29.0,2,82.033349,353.51476385536813
GM Palaya,1820.0,2.0,3.0,86.0,3,169.08346,508.6245573635647
Singasandra,1440.0,2.0,3.0,65.0,3,133.78032,485.8711655047619
other,3600.0,4.0,1.0,160.0,6,334.4508,478.39622449699624
Malleshwaram,2500.0,5.0,2.0,325.0,4,232.2575,1399.3089566537142
Mahadevpura,1225.0,2.0,2.0,48.0,2,113.806175,421.76973261776
other,4000.0,3.0,1.0,660.0,3,371.612,1776.0459834450985
Chikkalasandra,875.0,2.0,3.0,52.8,2,81.290125,649.5253882313503
Jalahalli East,750.0,1.0,2.0,40.0,1,69.67725,574.0754693963955
6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2,109.62554,729.7569526225367
Haralur Road,1194.0,2.0,2.0,47.0,2,110.926182,423.70519883213865
Hennur Road,1500.0,2.0,2.0,62.0,3,139.3545,444.9084887822065
other,1160.0,2.0,2.0,52.2,2,107.76748,484.3761773032087
Hosakerehalli,2378.0,3.0,1.0,262.0,3,220.923334,1185.9317676239668
Sarjapur,1128.0,2.0,1.0,60.0,2,104.794584,572.5486729352349
Hebbal,1500.0,3.0,1.0,150.0,3,139.3545,1076.3915051182416
other,1220.0,2.0,1.0,35.23,3,113.34166,310.830104305866
Sarjapur  Road,1210.0,2.0,2.0,58.0,2,112.41263,515.9562586517192
Kanakpura Road,1100.0,2.0,1.0,58.0,3,102.1933,567.551884516891
Bommasandra,1200.0,3.0,2.0,46.0,3,111.4836,412.6167436286593
other,1641.0,3.0,2.0,66.0,3,152.453823,432.91797280806793
Horamavu Agara,1200.0,2.0,1.0,45.0,2,111.4836,403.6468144193406
Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2,117.05778,575.6985994437961
Mahadevpura,1720.0,3.0,3.0,78.0,3,159.79316,488.1310313908305
Yelahanka,1132.5,2.0,0.0,48.13,2,105.2126475,457.45450897431317
Yelahanka,1210.0,2.0,1.0,45.98,2,112.41263,409.02877194493186
Indira Nagar,2200.0,4.0,2.0,200.0,4,204.3866,978.5377319256743
Bisuvanahalli,1075.0,2.0,1.0,45.0,3,99.870725,450.5824905146128
Thanisandra,1702.0,3.0,2.0,130.0,3,158.120906,822.1556737095852
other,1630.0,2.0,2.0,200.0,2,151.43189,1320.7257731512166
Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2,106.002323,363.67127539271
other,2072.0,3.0,2.0,108.0,3,192.495016,561.0534872237939
other,1200.0,2.0,0.0,70.0,3,111.4836,627.8950446523077
other,1350.0,3.0,0.0,77.0,3,125.41905,613.9418214378119
other,4046.0,4.0,0.0,445.0,4,375.885538,1183.8710325694947
other,1180.0,2.0,2.0,78.34,3,109.62554,714.614495855619
Yelahanka,35000.0,3.0,3.0,130.0,3,3251.605,39.98025590439183
other,1355.0,2.0,2.0,115.0,2,125.883565,913.5426058199098
other,600.0,1.0,0.0,50.0,1,55.7418,896.9929209318681
Bannerghatta Road,1640.0,2.0,1.0,120.0,3,152.36092,787.6035403304207
other,1200.0,5.0,0.0,100.0,5,111.4836,896.9929209318681
Kodichikkanahalli,1190.0,2.0,2.0,57.0,3,110.55457,515.582485644872
OMBR Layout,2400.0,4.0,2.0,375.0,4,222.9672,1681.8617267472525
Marathahalli,1019.0,2.0,2.0,49.85,2,94.668157,526.5762171751163
other,1875.0,3.0,2.0,165.0,3,174.193125,947.2245245040525
Akshaya Nagar,1250.0,3.0,2.0,40.0,3,116.12875,344.4452816378373
Brookefield,1200.0,3.0,2.0,140.0,3,111.4836,1255.7900893046153
Whitefield,1140.0,2.0,1.0,56.0,2,105.90942,528.7537218124696
Lingadheeranahalli,1683.0,3.0,1.0,109.0,3,156.355749,697.1281881039116
Hoodi,2118.0,4.0,2.0,111.0,4,196.768554,564.1145281781153
Bannerghatta Road,1380.0,3.0,0.0,58.0,4,128.20614,452.3964296873769
Varthur Road,1083.0,2.0,2.0,61.75,2,100.613949,613.7319985323307
other,600.0,2.0,1.0,55.0,2,55.7418,986.6922130250548
other,2300.0,3.0,3.0,120.0,3,213.6769,561.5955678877782
other,1240.0,2.0,2.0,60.0,2,115.19972,520.834599250762
other,1750.0,3.0,1.0,120.0,3,162.58025,738.0970320810799
Anjanapura,1500.0,3.0,1.0,139.0,3,139.3545,997.4561280762372
Abbigere,985.0,2.0,1.0,40.39,2,91.509455,441.3751562611754
Tindlu,1500.0,2.0,1.0,87.0,3,139.3545,624.3070729685801
Electronic City,1125.0,2.0,1.0,32.49,2,104.515875,310.8618666781482
other,950.0,2.0,1.0,44.0,2,88.25785,498.53922342318555
Kothanur,1580.0,3.0,3.0,76.0,3,146.78674,517.7579391707998
other,1092.0,2.0,1.0,98.5,3,101.450076,970.9209089207583
Electronic City Phase II,1090.0,2.0,1.0,28.34,2,101.26427,279.86179133074285
Hennur Road,2264.0,3.0,1.0,159.0,3,210.332392,755.9463308913446
Dommasandra,1033.0,2.0,2.0,25.53,3,95.968799,266.0239605582643
Kammasandra,810.0,2.0,2.0,24.5,2,75.25143,325.57520833823355
other,1045.0,2.0,0.0,45.0,2,97.083635,463.5178730174246
Hebbal,1337.0,2.0,1.0,82.0,2,124.211311,660.1653210149276
Chandapura,1200.0,2.0,2.0,32.0,2,111.4836,287.03773469819777
Koramangala,1580.0,3.0,2.0,160.0,3,146.78674,1090.0167140437889
Begur Road,1500.0,2.0,3.0,54.0,3,139.3545,387.500941842567
Whitefield,1640.0,4.0,2.0,91.0,3,152.36092,597.2660180839024
other,1570.0,3.0,2.0,62.0,3,145.85771,425.07180456898715
Gubbalala,1470.0,2.0,2.0,82.0,3,136.56741,600.4360776850056
Kengeri,1160.0,2.0,2.0,40.61,2,107.76748,376.82981916251543
7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2,97.54814999999999,727.8456844132872
other,1855.0,3.0,1.0,225.0,3,172.335065,1305.5961652377596
Bannerghatta Road,1460.0,2.0,1.0,90.0,3,135.63838,663.5290100043954
Hulimavu,1823.0,3.0,2.0,100.0,3,169.362169,590.4506336358978
Electronic City,1094.0,2.0,2.0,42.0,2,101.635882,413.2398831349739
Budigere,1153.0,2.0,2.0,57.0,2,107.117159,532.1276304574135
other,1325.0,3.0,1.0,57.0,3,123.096475,463.05143993765864
Parappana Agrahara,1200.0,3.0,2.0,85.0,4,111.4836,762.4439827920878
Jakkur,1590.0,2.0,2.0,125.0,3,147.71577,846.2197367281774
other,1210.0,4.0,2.0,160.0,5,112.41263,1423.327610073708
Raja Rajeshwari Nagar,1200.0,4.0,0.0,220.0,4,111.4836,1973.3844260501096
other,1202.0,2.0,1.0,48.0,2,111.669406,429.8402017111115
Haralur Road,1202.0,2.0,1.0,53.0,2,111.669406,474.6152227226856
other,1200.0,2.0,3.0,62.5,2,111.4836,560.6205755824175
Panathur,1688.0,3.0,1.0,118.0,3,156.820264,752.4537772746002
Kaval Byrasandra,1020.0,2.0,1.0,52.0,2,94.76106,548.7486104524369
Sarjapur,1185.0,2.0,2.0,47.0,2,110.09005499999999,426.92321300048405
Ramagondanahalli,1235.0,2.0,1.0,52.04,2,114.735205,453.5661046668283
Hosakerehalli,3205.0,5.0,1.0,500.0,4,297.754115,1679.237917501157
Banashankari,1077.0,2.0,2.0,37.64,2,100.05653099999999,376.18733753621746
Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3,131.457745,502.06246881840246
EPIP Zone,2330.0,3.0,2.0,162.0,3,216.46399,748.3923769491637
Whitefield,805.0,2.0,2.0,35.0,2,74.786915,467.99630657314856
other,425.0,1.0,0.0,20.03,1,39.483775,507.2969846474913
Whitefield,1155.0,2.0,3.0,59.95,2,107.302965,558.6984478947063
Cunningham Road,5270.0,4.0,3.0,1250.0,4,489.59881,2553.1107806409905
Anekal,656.0,2.0,1.0,22.0,2,60.944368,360.98495598477615
other,1100.0,2.0,0.0,48.0,2,102.1933,469.69811132432363
Mahadevpura,1150.0,2.0,3.0,52.0,2,106.83845,486.7161588360745
other,600.0,1.0,1.0,60.0,1,55.7418,1076.3915051182416
other,1468.0,2.0,1.0,140.0,2,136.381604,1026.5314081509116
other,4300.0,5.0,2.0,550.0,4,399.4829,1376.7798321279836
Whitefield,2280.0,4.0,2.0,126.0,3,211.81884,594.8479370390282
Hegde Nagar,1341.0,2.0,1.0,97.0,2,124.582923,778.5978821511517
Jakkur,1279.0,2.0,1.0,77.0,2,118.822937,648.023032792061
Electronic City Phase II,2225.0,4.0,0.0,98.88,4,206.709175,478.35322258917637
Thanisandra,1185.0,2.0,2.0,43.51,2,110.09005499999999,395.2218935670438
other,1750.0,3.0,2.0,85.0,3,162.58025,522.8187310574316
Kudlu,1152.0,2.0,1.0,53.5,2,107.024256,499.8866798943223
other,1000.0,4.0,1.0,160.0,5,92.903,1722.2264081891865
Hulimavu,1300.0,2.0,3.0,36.0,2,120.7739,298.0776475712054
Varthur Road,2760.0,4.0,2.0,155.0,4,256.41228,604.4952293236502
5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2,99.40621,392.32961401506003
